# dateTime,ET,altimeter,appTemp,barometer,batteryStatus0,batteryStatus1,batteryStatus2,batteryStatus3,batteryStatus4,batteryStatus5,batteryStatus6,batteryStatus7,batteryStatus8,cloudbase,dewpoint,dewpoint0,dewpoint1,dewpoint2,dewpoint3,dewpoint4,dewpoint5,dewpoint6,dewpoint7,dewpoint8,heatindex,heatindex0,heatindex1,heatindex2,heatindex3,heatindex4,heatindex5,heatindex6,heatindex7,heatindex8,humidex,humidity0,humidity1,humidity2,humidity3,humidity4,humidity5,humidity6,humidity7,humidity8,inDewpoint,maxSolarRad,pressure,rainRate,rxCheckPercent,temp0,temp1,temp2,temp3,temp4,temp5,temp6,temp7,temp8,usUnits,windchill,windrun
1737311531,None,None,None,None,0,0,0,0,0,0,0,0,0,None,None,50.28963375775986,26.238674891626772,53.26074128146929,57.81076297079246,53.4868590479787,50.30883280385838,182.25910957294866,182.25910957294866,182.25910957294866,None,70.669,32.0,77.76,72.27,73.88400000000001,72.70600000000002,1513.3070572368279,1513.3070572368279,1513.3070572368279,None,47,79,42,60,48,44,None,None,None,None,0.0,None,0.0,100,71.6,32.0,78.26,72.5,74.48,73.58000000000001,None,None,None,1,None,None
